OffspCollection	Kid	Pa	Ma	PopName	SpawnYear	FDR	Pvalue	LOD	P.Pr.C_Se_Se	P.Pr.Max	MaxP.Pr.Relat	TotPaNonExc	TotMaNonExc	TotUnkNonExc	TotPairsMendCompat	TotPairsMendAndLogL	TotParsMendLoglAndRank	TotPairsNonExc	KidMiss	PaMiss	MaMiss	MI.Kid.Pa	MI.Kid.Ma	MI.Trio	MendIncLoci
OtsBON2018Adult	OtsBonn18-090518-04.03	OtsPBT15-LWSFa-1435	OtsPBT15-LWSFa-8896	OtsLWS15_sufa	-1	0.837900	0.751000	7.419160	0.001196	0.453858	C_U_U	0	0	2193	85	3	3	3	0	1	0	1	2	4	Ots_115987325,Ots_ntl255,Ots_u100275,Ots_vatf251
OtsBON2018Adult	OtsBonn18-090518-04.04	OtsPBT17-PRHFa-7856	OtsPBT17-PRHFa-9226	OtsPRHFa17S	-1	1.498886	0.117000	15.222296	0.745680	0.745680	C_Se_Se	0	0	25691	54120	1332	1332	1332	1	3	0	0	0	1	Ots_108820336
OtsBON2018Adult	OtsBonn18-090518-04.06	Ots-LWSFallPBT13-0441	Ots-LWSFallPBT13-7114	OtsLWS13_sufa	-1	2.706606	0.441000	13.780558	0.409500	0.409500	C_Se_Se	0	0	7901	5210	295	295	295	0	0	0	0	0	1	Ots_vatf251
OtsBON2018Adult	OtsBonn18-090518-04.07	OtsPBT16-LWSFa-0740	OtsPBT16-LWSFa-0801	OtsLWS16_sufa	-1	0.955224	0.493000	13.000836	0.241265	0.241265	C_Se_Se	0	0	4753	595	81	81	81	0	0	0	1	1	1	Ots_9490399R
OtsBON2018Adult	OtsBonn18-090518-04.08	OtsPBT15-LWSFa-1780	OtsPBT15-LWSFa-6825	OtsLWS15_sufa	-1	0.849553	0.623000	9.138615	0.006640	0.337257	C_Se_Si	0	0	6834	433	4	4	4	0	1	0	0	1	4	Ots_105407117,Ots_cox1241,Ots_mapK3309,Ots_mapKpr151
OtsBON2018Adult	OtsBonn18-090518-04.10	OtsPBT12-PRH-0521	OtsPBT12-PRH-3799	OtsPRH12	-1	1.045630	0.697000	12.447829	0.154627	0.321436	C_U_U	0	0	4981	1325	110	110	110	0	4	1	0	1	1	Ots_mybp85
OtsBON2018Adult	OtsBonn18-090518-05.01	Ots-LWSFallPBT13-1723	Ots-LWSFallPBT13-5244	OtsLWS13_sufa	-1	1.312046	0.962000	11.176513	0.048796	0.228014	C_U_U	0	0	3454	1116	126	126	126	1	1	0	1	1	3	Ots_118938325,Ots_parp3286,Ots_S71
OtsBON2018Adult	OtsBonn18-090518-05.02	OtsPBT17-PRHFa-8773S5401	OtsPBT17-PRHFa-11102	OtsPRHFa17S	-1	1.426290	0.334000	10.828847	0.034967	0.348151	C_Si_Si	0	0	2367	33	3	3	3	0	2	0	1	1	4	Ots_105105613,Ots_11055164,Ots_112820284,Ots_TAPBP
OtsBON2018Adult	OtsBonn18-090518-05.04	OtsPBT15-NPTF-15151	OtsPBT15-NPTF-3350	OtsNPFH15S_1	-1	0.298830	0.530000	11.248234	0.052235	0.510249	C_U_U	0	0	6938	184	12	12	12	0	0	0	0	1	3	Ots_HMGB173,Ots_Thio,Ots_tpx2125
OtsBON2018Adult	OtsBonn18-090518-05.05	OtsPBT13-PRH-0174	OtsPBT13-PRH-8006	OtsPRH13	-1	0.937346	0.142000	15.404463	0.778660	0.778660	C_Se_Se	0	0	8710	31824	1065	1065	1065	0	0	0	0	0	1	Ots_Thio
OtsBON2018Adult	OtsBonn18-091118-08.01	OtsPBT16-PRHFa-08119	OtsPBT16-PRHFa-08124	OtsPRH16	-1	0.250080	0.025000	17.480078	0.965560	0.965560	C_Se_Se	0	0	23527	42411	1108	1108	1108	1	0	0	0	0	0	---
OtsBON2018Adult	OtsBonn18-091118-08.02	OtsPBT17-LWSFa-2158	OtsPBT17-LWSFa-6046	OtsLWS17S_fa	-1	1.723300	0.628000	13.925263	0.444893	0.457459	C_Si_Se	0	0	2502	127	48	48	48	0	2	2	1	0	3	Ots_115987325,Ots_ARNT,Ots_GDH81x
OtsBON2018Adult	OtsBonn18-091118-08.04	OtsPBT14-PRH-1177	OtsPBT14-PRH-6927	OtsPRH14	-1	1.163039	0.692000	5.487191	0.000173	0.695074	C_U_Se	0	0	703	60	1	1	1	0	5	0	2	1	4	Ots_brp1664,Ots_IL8R_C8,Ots_parp3286,Ots_u0725325
OtsBON2018Adult	OtsBonn18-091118-08.05	OtsPBT17-PRHFa-7937	OtsPBT17-PRHFa-8826	OtsPRHFa17S	-1	1.135908	0.798000	12.528193	0.165426	0.365166	C_Si_Se	0	0	5780	1840	179	179	179	0	3	0	1	0	2	Ots_103122180,Ots_113242216
OtsBON2018Adult	OtsBonn18-091118-08.06	---	---	---	---	---	---	---	---	---	---	0	0	5644	147	0	0	0	0	---	---	---	---	---	---
OtsBON2018Adult	OtsBonn18-091118-08.07	OtsPBT15-PRHFa-0781	OtsPBT15-PRHFa-5404	OtsPRH15	-1	1.032088	0.910000	6.447564	0.000453	0.557173	C_U_U	0	0	1402	18	3	3	3	0	3	0	2	1	4	Ots_102414395,Ots_110064383,Ots_HSP90B100,Ots_NOD1
OtsBON2018Adult	OtsBonn18-091218-01.01	OtsLWSFallPBT2014-0089	OtsLWSFallPBT2014-4697	OtsLWS14_sufa	-1	1.094767	0.549000	13.222248	0.284074	0.299579	C_U_U	0	0	7625	4311	325	325	325	0	1	0	0	0	1	Ots_108820336
OtsBON2018Adult	OtsBonn18-091218-01.02	OtsPBT14-Wells-0281	OtsPBT14-Wells-0301	OtsWELLS14	-1	0.920000	0.920000	11.915951	0.097033	0.358749	F_U	0	0	3469	768	121	121	121	0	0	0	1	2	3	Ots_110495380,Ots_mybp85,Ots_S71
OtsBON2018Adult	OtsBonn18-091218-01.03	OtsPBT13NI-060	OtsPBT13NI-091	OtsEASTBK13_su	-1	0.972000	0.972000	11.624054	0.074293	0.337074	C_U_U	0	0	12940	3001	224	224	224	0	1	1	1	1	4	Ots_94857232R,Ots_AsnRS60,Ots_redd1187,Ots_S71
OtsBON2018Adult	OtsBonn18-091218-01.05	OtsPBT17-LWSFa-2185	OtsPBT17-LWSFa-6735	OtsLWS17S_fa	-1	1.343241	0.979000	10.725462	0.031642	0.282126	C_Si_Si	0	0	17832	322	33	33	33	2	2	2	1	2	4	Ots_123921111,Ots_P53,Ots_Prl2,Ots_TGFB
OtsBON2018Adult	OtsBonn18-091218-01.06	---	---	---	---	---	---	---	---	---	---	0	0	2883	106	0	0	0	2	---	---	---	---	---	---
OtsBON2018Adult	OtsBonn18-091218-01.07	OtsPBT16-PRHFa-06056	OtsPBT16-PRHFa-07786	OtsPRH16	-1	1.593840	0.478000	14.051542	0.476256	0.476256	C_Se_Se	0	0	24649	3137	273	273	273	0	0	1	0	0	2	Ots_105132200,Ots_FGF6B_1
OtsBON2018Adult	OtsBonn18-091418-03.05	OtsPBT17-RSHFa-0512	OtsPBT17-RSHFa-1954	OtsRSHFa17S	-1	0.236000	0.236000	14.836956	0.666048	0.666048	C_Se_Se	0	0	6107	18696	668	668	668	1	0	0	0	0	0	---
OtsBON2018Adult	OtsBonn18-091418-03.06	OtsPBT17-PRHFa-0969	OtsPBT17-PRHFa-1521S6987	OtsPRHFa17S	-1	1.085274	0.593000	13.850024	0.426397	0.426397	C_Se_Se	0	0	11371	9057	490	490	490	0	2	0	0	0	0	---
OtsBON2018Adult	OtsBonn18-091418-03.07	OtsPBT15-LWSFa-0053	OtsPBT15-LWSFa-3319	OtsLWS15_sufa	-1	0.881756	0.467000	12.897115	0.222791	0.362295	C_U_U	0	0	8533	23862	565	565	565	0	0	0	2	0	2	Ots_123921111,Ots_AsnRS60
OtsBON2018Adult	OtsBonn18-091418-03.08	Ots-LWSFallPBT13-1645	Ots-LWSFallPBT13-4319	OtsLWS13_sufa	-1	1.968069	0.481000	14.334140	0.546750	0.546750	C_Se_Se	0	0	12480	1098	240	240	240	0	1	0	0	0	2	Ots_96899357R,Ots_mapKpr151
OtsBON2018Adult	OtsBonn18-091418-03.10	OtsPBT16-LWSFa-1314	OtsPBT16-LWSFa-1530	OtsLWS16_sufa	-1	0.991796	0.819000	11.217417	0.050730	0.333027	C_Se_U	0	0	5229	902	81	81	81	0	0	1	0	1	2	Ots_100884287,Ots_CD592
OtsBON2018Adult	OtsBonn18-091718-01.02	OtsPBT16-PRHFa-06308	OtsPBT16-PRHFa-08235	OtsPRH16	-1	0.936965	0.562000	13.328602	0.306191	0.306191	C_Se_Se	0	0	2124	293	31	31	31	0	0	0	1	1	3	Ots_11820561,Ots_12875761R,Ots_TAPBP
OtsBON2018Adult	OtsBonn18-091718-01.04	OtsPBT14-PRH-3811	OtsPBT14-PRH-6070	OtsPRH14	-1	0.923540	0.314000	14.264345	0.529405	0.529405	C_Se_Se	0	0	6832	5019	282	282	282	0	0	0	0	1	1	Ots_u100275
OtsBON2018Adult	OtsBonn18-091718-01.05	OtsPBT15-LWSFa-0070	OtsPBT15-LWSFa-8850	OtsLWS15_sufa	-1	0.936826	0.458000	12.311808	0.137670	0.317773	C_U_U	0	0	1944	201	26	26	26	0	0	0	1	1	3	Ots_124774477,Ots_94857232R,Ots_GTH2B550
OtsBON2018Adult	OtsBonn18-091718-01.10	OtsLYON12S_1_1019	OtsPBT12-LF-0816	OtsLYON12S_1	-1	0.612500	0.700000	12.173181	0.122023	0.613830	C_U_U	0	0	9064	3063	221	221	221	0	6	0	0	0	0	---
OtsBON2018Adult	OtsBonn18-091718-02.03	OtsLWSFallPBT2014-3487	OtsLWSFallPBT2014-3975	OtsLWS14_sufa	-1	1.647136	0.413000	13.813767	0.417554	0.417554	C_Se_Se	0	0	6721	11517	415	415	415	0	0	0	0	1	2	Ots_108820336,Ots_RAG3
OtsBON2018Adult	OtsBonn18-091718-02.05	OtsPBT12-PRH-0895	OtsPBT12-PRH-1120	OtsPRH12	-1	1.059506	0.565000	13.636723	0.375225	0.375225	C_Se_Se	0	0	16938	1381	162	162	162	0	0	0	0	0	2	Ots_103122180,Ots_115987325
OtsBON2018Adult	OtsBonn18-091718-02.07	OtsPBT17-LWSFa-2181	OtsPBT17-LWSFa-3046	OtsLWS17S_fa	-1	1.938712	0.628000	14.175983	0.507347	0.507347	C_Se_Se	0	0	6153	2598	197	197	197	1	2	2	1	1	2	Ots_112876371,Ots_96500180
OtsBON2018Adult	OtsBonn18-091718-02.09	OtsPBT16-LWSFa-0089	OtsPBT16-LWSFa-7360	OtsLWS16_sufa	-1	1.174875	0.667000	13.059024	0.252077	0.252077	C_Se_Se	0	0	2019	224	53	53	53	0	1	1	0	1	3	Ots_10441588,Ots_96899357R,Ots_SClkF2R2135
OtsBON2018Adult	OtsBonn18-091718-02.10	OtsPBT17-LWSFa-4001	OtsPBT17-LWSFa-6299	OtsLWS17S_fa	-1	3.292929	0.400000	14.685428	0.631542	0.631542	C_Se_Se	0	0	19305	35354	1084	1084	1084	0	3	2	1	1	2	Ots_112820284,Ots_NOD1
OtsBON2018Adult	OtsBonn18-091718-03.01	OtsLWSFallPBT2014-3233	OtsLWSFallPBT2014-4139	OtsLWS14_sufa	-1	2.009068	0.403000	14.079380	0.483204	0.483204	C_Se_Se	0	0	12857	476	95	95	95	0	0	1	0	1	1	Ots_129458451
OtsBON2018Adult	OtsBonn18-091718-03.03	OtsPBT14-PRH-0246	OtsPBT14-PRH-0817	OtsPRH14	-1	2.764739	0.235000	15.127219	0.727233	0.727233	C_Se_Se	0	0	304	39	10	10	10	0	0	0	1	0	2	Ots_108820336,Ots_HSP90B100
OtsBON2018Adult	OtsBonn18-092118-01.10	OtsPBT16-LWSFa-2105	OtsPBT16-LWSFa-7720	OtsLWS16_sufa	-1	0.996141	0.874000	12.093259	0.113716	0.655718	C_Se_Si	0	0	6186	896	115	115	115	0	0	0	0	1	3	Ots_117432409,Ots_SWS1op182,Ots_TGFB
OtsBON2018Adult	OtsBonn18-092118-02.01	OtsLYON17S_1_0025	OtsLYON17S_1_1519	OtsLYON17S_1	-1	0.662110	0.711000	13.360912	0.313097	0.377319	C_U_U	0	0	17228	1284	194	194	194	0	0	1	1	0	1	Ots_cox1241
OtsBON2018Adult	OtsBonn18-092118-02.07	OtsPBT16-LWSFa-1603	OtsPBT16-LWSFa-7186	OtsLWS16_sufa	-1	1.185150	0.367000	14.447959	0.574777	0.574777	C_Se_Se	0	0	21150	1613	211	211	211	0	0	0	0	1	3	Ots_105132200,Ots_110064383,Ots_IL8R_C8
OtsBON2018Adult	OtsBonn18-092118-02.08	OtsPBT17-PRHFa-3021	OtsPBT17-PRHFa-9210	OtsPRHFa17S	-1	1.313127	0.205000	14.806062	0.659142	0.659142	C_Se_Se	0	0	8996	24464	667	667	667	0	2	0	0	0	1	Ots_12875761R
OtsBON2018Adult	OtsBonn18-092118-02.09	OtsPBT15-PRHFa-2771	OtsPBT15-PRHFa-4806	OtsPRH15	-1	1.034356	0.798000	11.673344	0.077755	0.345065	C_U_U	0	0	3270	872	94	94	94	1	0	0	0	1	2	Ots_mapK3309,Ots_u0718378
OtsBON2018Adult	OtsBonn18-092118-02.10	OtsPBT15-LWSFa-2069	OtsPBT15-LWSFa-4347	OtsLWS15_sufa	-1	0.821052	0.669000	13.763357	0.405347	0.405347	C_Se_Se	0	0	3399	9757	542	542	542	1	0	0	1	1	2	Ots_110495380,Ots_ntl255
OtsBON2018Adult	OtsBonn18-092418-01.01	OtsPBT15-LWSFa-4573	OtsPBT15-LWSFa-5302	OtsLWS15_sufa	-1	1.472740	0.060000	15.697528	0.825049	0.825049	C_Se_Se	0	0	9141	81138	1401	1401	1401	0	0	0	0	0	0	---
OtsBON2018Adult	OtsBonn18-092418-01.02	OtsPBT17-LWSFa-5409	OtsPBT17-LWSFa-6106	OtsLWS17S_fa	-1	4.890000	0.198000	15.909874	0.853620	0.853620	C_Se_Se	0	0	10389	35071	1000	1000	1000	0	5	2	0	0	0	---
OtsBON2018Adult	OtsBonn18-092418-01.03	OtsPBT16-PRHFa-07909	OtsPBT16-PRHFa-16492	OtsPRH16	-1	1.021575	0.817000	10.533487	0.026260	0.435255	C_U_U	0	0	5286	132	15	15	15	0	6	0	0	1	3	Ots_100884287,Ots_105132200,Ots_108820336
OtsBON2018Adult	OtsBonn18-092418-01.05	OtsPBT15-LWSFa-1616	OtsPBT15-LWSFa-4321	OtsLWS15_sufa	-1	0.997168	0.975000	12.147349	0.119283	0.347125	C_Si_Se	0	0	17842	843	119	119	119	1	0	1	1	0	4	Ots_11230143,Ots_CirpA,Ots_Ikaros250,Ots_u0718378
OtsBON2018Adult	OtsBonn18-100118-05.02	OtsPBT16-LWSFa-0065	OtsPBT16-LWSFa-6921	OtsLWS16_sufa	-1	1.485474	0.230000	15.104684	0.722740	0.722740	C_Se_Se	0	0	20783	4371	354	354	354	0	0	0	2	0	2	Ots_redd1187,Ots_u492
OtsBON2018Adult	OtsBonn18-100118-05.04	OtsPBT17-LWSFa-0698	OtsPBT17-LWSFa-2526	OtsLWS17S_fa	-1	1.623826	0.789000	12.771645	0.201822	0.414159	C_Se_Si	0	0	17682	1856	146	146	146	0	3	2	0	1	3	Ots_11230143,Ots_112876371,Ots_IL8R_C8
OtsBON2018Adult	OtsBonn18-100118-05.05	---	---	---	---	---	---	---	---	---	---	0	0	312	11	0	0	0	0	---	---	---	---	---	---
OtsBON2018Adult	OtsBonn18-100218-01.02	OtsPBT16-LWSFa-1037	OtsPBT16-LWSFa-3924	OtsLWS16_sufa	-1	0.980413	0.759000	12.142003	0.118722	0.441336	C_Si_Se	0	0	11968	4507	309	309	309	0	0	0	2	0	2	Ots_94857232R,Ots_TAPBP
OtsBON2018Adult	OtsBonn18-100218-01.06	OtsPBT16-LWSFa-6926	OtsPBT16-LWSFa-7939	OtsLWS16_sufa	-1	0.300324	0.031000	16.583853	0.919625	0.919625	C_Se_Se	0	0	50323	69358	1999	1999	1999	0	0	0	0	1	1	Ots_NOD1
OtsBON2018Adult	OtsBonn18-100218-01.08	OtsPBT16-LWSFa-2968	OtsPBT16-LWSFa-7967	OtsLWS16_sufa	-1	0.998927	0.464000	13.815322	0.417932	0.417932	C_Se_Se	0	0	4024	1814	144	144	144	0	0	0	0	0	2	Ots_11820561,Ots_HSP90B100
OtsBON2018Adult	OtsBonn18-100218-01.09	OtsPBT17-LWSFa-0209	OtsPBT17-LWSFa-0336	OtsLWS17S_fa	-1	1.446316	0.937000	11.926832	0.097990	0.376116	C_U_U	0	0	5648	181	42	42	42	0	3	8	1	2	2	Ots_108820336,Ots_mapK3309
OtsBON2018Adult	OtsBonn18-100218-01.10	OtsPBT17-LWSFa-1416	OtsPBT17-LWSFa-3487	OtsLWS17S_fa	-1	2.243308	0.545000	14.365611	0.554537	0.554537	C_Se_Se	0	0	7678	1740	188	188	188	0	2	4	0	1	2	Ots_129458451,Ots_hsc713488
OtsBON2018Adult	OtsBonn18-100218-02.01	OtsPBT15-LWSFa-1492	OtsPBT15-LWSFa-2825	OtsLWS15_sufa	-1	1.030918	0.378000	10.394371	0.022928	0.284639	C_Se_Si	0	0	1801	23	3	3	3	0	0	0	1	1	4	Ots_103122180,Ots_113242216,Ots_E2275,Ots_ntl255
OtsBON2018Adult	OtsBonn18-100218-02.02	OtsPBT13-PRH-3250	OtsPBT13-PRH-4265	OtsPRH13	-1	1.168382	0.354000	14.572753	0.604957	0.604957	C_Se_Se	0	0	10014	3129	262	262	262	0	0	0	1	0	1	Ots_118938325
OtsBON2018Adult	OtsBonn18-100218-02.03	OtsPBT17-PRHFa-2324	OtsPBT17-PRHFa-3612	OtsPRHFa17S	-1	1.050501	0.820000	12.166678	0.121328	0.289337	C_U_Se	0	0	7531	1146	126	126	126	0	2	4	0	0	2	Ots_ETIF1A,Ots_TGFB
OtsBON2018Adult	OtsBonn18-100218-02.04	OtsPBT15-LWSFa-4485	OtsPBT15-LWSFa-9435	OtsLWS15_sufa	-1	0.821695	0.703000	13.761104	0.404804	0.404804	C_Se_Se	0	0	10694	1195	206	206	206	0	0	4	1	0	2	Ots_mapKpr151,Ots_Thio
OtsBON2018Adult	OtsBonn18-100218-02.05	OtsLWSFallPBT2014-2722	OtsLWSFallPBT2014-5179	OtsLWS14_sufa	-1	1.225472	0.676000	13.543916	0.353732	0.353732	C_Se_Se	0	0	13462	1172	163	163	163	1	0	0	0	1	2	Ots_103122180,Ots_94857232R
OtsBON2018Adult	OtsBonn18-100218-02.07	OtsPBT16-LWSFa-2834	OtsPBT16-LWSFa-5966	OtsLWS16_sufa	-1	0.993007	0.410000	13.765833	0.405944	0.405944	C_Se_Se	0	0	5719	6315	290	290	290	0	0	0	1	0	1	Ots_101554407
OtsBON2018Adult	OtsBonn18-100218-02.08	OtsLYON15S_1_1151	OtsLYON15S_1_1488	OtsLYON15S_1	-1	1.755394	0.498000	12.181906	0.122961	0.407134	C_U_Se	0	0	3236	276	33	33	33	0	0	0	1	0	1	Ots_SClkF2R2135
OtsBON2018Adult	OtsBonn18-100218-03.01	OtsPBT16-LWSFa-1035	OtsPBT16-LWSFa-3151	OtsLWS16_sufa	-1	1.348552	0.348000	13.787344	0.411142	0.411142	C_Se_Se	0	0	6298	396	47	47	47	0	0	0	2	1	2	Ots_mybp85,Ots_ntl255
OtsBON2018Adult	OtsBonn18-100218-03.02	OtsPBT17-PRHFa-2330	OtsPBT17-PRHFa-8973S5404	OtsPRHFa17S	-1	0.945451	0.369000	13.694363	0.388831	0.388831	C_Se_Se	0	0	9601	13235	520	520	520	0	2	0	0	0	2	Ots_101704143,Ots_cox1241
OtsBON2018Adult	OtsBonn18-101018-01.01	OtsPBT16-PRHFa-07110	OtsPBT16-PRHFa-08622	OtsPRH16	-1	0.940299	0.658000	13.050321	0.250439	0.430116	C_Si_Se	0	0	16297	3676	306	306	306	0	0	0	1	0	2	Ots_101554407,Ots_9490399R
OtsBON2018Adult	OtsBonn18-101018-01.03	OtsPBT14RD-004	OtsPBT14RD-196	OtsEASTBK14_su	-1	0.022812	0.192000	14.800400	0.657868	0.657868	C_Se_Se	0	0	8097	740	77	77	77	0	1	3	0	0	1	Ots_parp3286
OtsBON2018Adult	OtsBonn18-101018-01.04	OtsLYON17S_1_0254	OtsLYON17S_1_0905	OtsLYON17S_1	-1	0.094986	0.051000	15.699417	0.825322	0.825322	C_Se_Se	0	0	6778	295	11	11	11	1	1	0	0	0	2	Ots_P53,Ots_u492
OtsBON2018Adult	OtsBonn18-101018-01.06	OtsPBT17-LWSFa-1937	OtsPBT17-LWSFa-6718	OtsLWS17S_fa	-1	1.371408	0.944000	12.755821	0.199285	0.448661	C_U_U	0	0	26630	2997	322	322	322	1	2	2	1	0	1	Ots_FGF6B_1
OtsBON2018Adult	OtsBonn18-101018-01.07	OtsPBT16-LWSFa-1256	OtsPBT16-LWSFa-7732	OtsLWS16_sufa	-1	1.525840	0.315000	13.910106	0.441153	0.441153	C_Se_Se	0	0	14347	28027	874	874	874	0	0	1	0	1	2	Ots_HSP90B100,Ots_u0707161
OtsBON2018Adult	OtsBonn18-101018-02.01	Ots-LWSFallPBT13-0222	Ots-LWSFallPBT13-1393	OtsLWS13_sufa	-1	1.441068	0.587000	13.031165	0.246861	0.307444	C_Se_Si	0	0	30327	809	147	147	147	0	0	1	0	0	2	Ots_TGFB,Ots_vatf251
OtsBON2018Adult	OtsBonn18-101018-02.03	OtsLWSFallPBT2014-6987	OtsLWSFallPBT2014-7790	OtsLWS14_sufa	-1	1.154092	0.463000	14.102476	0.488973	0.488973	C_Se_Se	0	0	5647	11576	501	501	501	1	0	0	1	0	1	Ots_112419131
OtsBON2018Adult	OtsBonn18-101018-02.05	OtsChiefJosPBT13INT-0085	OtsChiefJosPBT13INT-0329	OtsCJH13int_sufa	-1	0.461545	0.612000	12.845526	0.213986	0.226396	C_Se_U	0	0	11906	5785	315	315	315	0	0	8	0	0	2	Ots_FGF6B_1,Ots_TGFB
OtsBON2018Adult	OtsBonn18-101018-02.06	OtsPBT15-PRHFa-1333	OtsPBT15-PRHFa-5116	OtsPRH15	-1	1.102406	0.486000	12.931908	0.228874	0.525071	C_Si_Se	0	0	2971	505	41	41	41	0	1	0	1	0	3	Ots_101554407,Ots_101704143,Ots_118938325
OtsBON2018Adult	OtsBonn18-101118-01.01	Ots-LWSFallPBT13-4306	Ots-LWSFallPBT13-6544	OtsLWS13_sufa	-1	1.301135	0.742000	9.769280	0.012403	0.463197	C_U_U	0	0	2288	89	7	7	7	1	0	0	0	1	3	Ots_CirpA,Ots_mapKpr151,Ots_u21185
OtsBON2018Adult	OtsBonn18-101118-01.02	OtsPBT16-PRHFa-06443	OtsPBT16-PRHFa-07174	OtsPRH16	-1	1.262902	0.505000	13.704611	0.391269	0.391269	C_Se_Se	0	0	17590	9611	537	537	537	1	0	0	0	0	1	Ots_105132200
OtsBON2018Adult	OtsBonn18-101218-01.01	OtsPBT15-LWSFa-0256	OtsPBT15-LWSFa-7491	OtsLWS15_sufa	-1	1.291102	0.263000	14.462127	0.578236	0.578236	C_Se_Se	0	0	28566	117983	2584	2584	2584	0	0	1	1	0	1	Ots_OTDESMIN19SNP1
OtsBON2018Adult	OtsBonn18-101218-01.02	OtsPBT15-LWSFa-4120	OtsPBT15-LWSFa-8117	OtsLWS15_sufa	-1	0.984281	0.401000	13.998488	0.463042	0.463042	C_Se_Se	0	0	10188	2036	159	159	159	0	1	0	0	0	2	Ots_GCSH,Ots_parp3286
OtsBON2018Adult	OtsBonn18-101218-01.03	OtsPBT15-LWSFa-0244	OtsPBT15-LWSFa-7383	OtsLWS15_sufa	-1	0.824948	0.773000	10.794727	0.033834	0.616396	C_U_U	0	0	3179	135	25	25	25	0	0	0	1	1	3	Ots_101704143,Ots_112419131,Ots_IL8R_C8
OtsBON2018Adult	OtsBonn18-101218-01.04	OtsPBT15-PRHFa-1375	OtsPBT15-PRHFa-3999	OtsPRH15	-1	2.839942	0.313000	14.579207	0.606498	0.606498	C_Se_Se	0	0	9265	1692	162	162	162	0	1	0	0	1	1	Ots_u0749290
OtsBON2018Adult	OtsBonn18-101218-01.05	OtsPBT15-PRHFa-0260	OtsPBT15-PRHFa-3887	OtsPRH15	-1	1.134162	0.750000	11.534509	0.068365	0.260053	C_U_U	0	0	6979	548	71	71	71	0	0	0	0	1	3	Ots_10441588,Ots_108820336,Ots_Thio
OtsBON2018Jack	OtsBonn18-050318-4.01	OtsSAWT16S_0270	OtsSAWT16S_1092	OtsSAWT16S	-1	0.317000	0.317000	10.450931	0.024229	0.428714	C_U_U	0	0	3658	199	6	6	6	0	0	0	1	1	3	Ots_123921111,Ots_96500180,Ots_Est740
OtsBON2018Jack	OtsBonn18-082218-01.02	OtsPBT16-PRHFa-08470	OtsPBT16-PRHFa-08480	OtsPRH16	-1	1.102573	0.992000	10.856253	0.035904	0.732747	U_F	0	0	9718	469	36	36	36	0	0	0	0	1	4	Ots_105105613,Ots_105407117,Ots_96899357R,Ots_nkef192
OtsBON2018Jack	OtsBonn18-082218-02.01	OtsPBT17-PRHFa-4345	OtsPBT17-PRHFa-8443	OtsPRHFa17S	-1	1.067971	0.917000	8.942554	0.005464	0.563636	C_U_U	0	0	8075	212	8	8	8	0	2	3	0	1	4	Ots_100884287,Ots_129458451,Ots_CirpA,Ots_u0725325
OtsBON2018Jack	OtsBonn18-082718-02.01	OtsPBT14-PRH-0513	OtsPBT14-PRH-4724	OtsPRH14	-1	1.137268	0.870000	12.115715	0.115999	0.401842	C_Si_Se	0	0	11331	2439	253	253	253	0	0	6	1	0	3	Ots_124774477,Ots_9490399R,Ots_u0725325
OtsBON2018Jack	OtsBonn18-083018-02.02	OtsPBT13-PRH-1230	OtsPBT13-PRH-8336	OtsPRH13	-1	0.937346	0.710000	13.515884	0.347350	0.347350	C_Se_Se	0	0	21076	22874	1198	1198	1198	0	0	0	0	0	1	Ots_96899357R
OtsBON2018Jack	OtsBonn18-083018-03.07	OtsPBT14-PRH-2768	OtsPBT14-PRH-5001	OtsPRH14	-1	1.200014	0.816000	11.951804	0.100220	0.369921	C_Se_Si	0	0	6674	951	96	96	96	0	0	1	0	0	3	Ots_108820336,Ots_110201363,Ots_94857232R
OtsBON2018Jack	OtsBonn18-083118-01.02	OtsPBT16-LWSFa-3306	OtsPBT16-LWSFa-3470	OtsLWS16_sufa	-1	1.032450	0.373000	13.835086	0.422748	0.422748	C_Se_Se	0	0	14323	17263	634	634	634	0	0	0	1	0	1	Ots_11820561
OtsBON2018Jack	OtsBonn18-083118-01.05	OtsPBT17-PRHFa-1434	OtsPBT17-PRHFa-1283	OtsPRHFa17S	-1	1.041961	0.488000	13.645554	0.377297	0.377297	C_Se_Se	0	0	2657	521	54	54	54	0	2	4	1	2	3	Ots_118938325,Ots_CD592,Ots_cox1241
OtsBON2018Jack	OtsBonn18-083118-02.04	OtsPBT17-LWSFa-5925	OtsPBT17-LWSFa-5958	OtsLWS17S_fa	-1	1.947532	0.552000	14.285467	0.534663	0.534663	C_Se_Se	0	0	29884	1369	148	148	148	0	2	2	0	0	1	Ots_102801308
OtsBON2018Jack	OtsBonn18-083118-02.08	Ots-LWSFallPBT13-0986	Ots-LWSFallPBT13-5258	OtsLWS13_sufa	-1	1.693930	0.552000	13.567134	0.359058	0.359058	C_Se_Se	0	0	4517	675	63	63	63	1	0	0	0	0	2	Ots_HSP90B100,Ots_TGFB
OtsBON2018Jack	OtsBonn18-090518-04.01	OtsPBT17-PRHFa-3974	OtsPBT17-PRHFa-1546S6987	OtsPRHFa17S	-1	0.981108	0.919000	9.132990	0.006603	0.841326	C_U_U	0	0	2628	124	12	12	12	0	2	0	2	1	3	Ots_124774477,Ots_cox1241,Ots_u21185
