OffspCollection	Kid	Pa	Ma	PopName	SpawnYear	FDR	Pvalue	LOD	P.Pr.C_Se_Se	P.Pr.Max	MaxP.Pr.Relat	TotPaNonExc	TotMaNonExc	TotUnkNonExc	TotPairsMendCompat	TotPairsMendAndLogL	TotParsMendLoglAndRank	TotPairsNonExc	KidMiss	PaMiss	MaMiss	MI.Kid.Pa	MI.Kid.Ma	MI.Trio	MendIncLoci
Positive_control	OtsBonn15-052115-5.07	OtsKR11-LAT-1710	OtsKH11-0045	OtsKH11	-1	0.000000	0.000000	21.806178	0.999529	0.999529	C_Se_Se	0	0	877	45	1	1	1	0	3	0	0	0	0	---
Positive_control	OtsBonn15-052215-1.06	OtsDWOR13S_0017	OtsDWOR13S_0703	OtsDWOR13S	-1	0.830974	0.770000	11.909034	0.096428	0.368140	C_U_Se	0	0	18089	140	1	1	1	0	0	1	2	0	2	Ots_CirpA,Ots_HSP90B100
Positive_control	OtsBonn15-052815-1.01	---	---	---	---	---	---	---	---	---	---	0	0	921	65	0	0	0	0	---	---	---	---	---	---
Positive_control	OtsBonn15-060215-5.03	OtsMCCA11S_0377	OtsMCCA11S_0775	OtsMCCA11S	-1	0.000000	0.000000	23.545566	0.999917	0.999917	C_Se_Se	0	0	736	34	1	1	1	0	1	0	0	0	0	---
Positive_control	OtsBonn15-060315-5.08	OtsPAHH11S_0087	OtsPAHH11S_0445	OtsPAHH11S	-1	0.000000	0.000000	22.800914	0.999826	0.999826	C_Se_Se	0	0	1459	66	1	1	1	0	0	0	0	0	0	---
Positive_control	OtsBonn15-060415-3.06	OtsPOWP11S_0381	OtsPOWP11S_0811	OtsPOWP11S	-1	0.037000	0.037000	12.903106	0.223830	0.343579	C_U_U	0	0	3465	180	1	1	1	0	2	0	1	1	2	Ots_117432409,Ots_TAPBP
Positive_control	OtsBonn15-060515-2.03	OtsPBT12-Wells-0373	OtsPBT12-Wells-0522	OtsWELLS12	-1	0.000000	0.000000	20.294078	0.997866	0.997866	C_Se_Se	0	0	267	10	1	1	1	2	0	0	0	0	0	---
Positive_control	OtsBonn15-060815-2.06	OtsPBT12-Eastbank-Met282	OtsPBT12-Eastbank-Wen319	OtsEASTBK12_su	-1	0.018000	0.018000	13.846271	0.425479	0.425479	C_Se_Se	0	0	3982	2859	9	9	9	1	0	0	1	1	2	Ots_11055164,Ots_112419131
Positive_control	OtsBonn15-062315-1.07	OtsPBT17-LWSFa-2343	OtsPBT17-LWSFa-3876	OtsLWS17S_fa	-1	0.006062	0.013000	15.845838	0.845436	0.845436	C_Se_Se	0	0	17152	59777	85	85	85	0	2	4	0	0	0	---
Positive_control	OtsBonn15-070215-1.03	OtsPBT17-LWSFa-0813	OtsPBT17-LWSFa-5294	OtsLWS17S_fa	-1	0.004483	0.125000	10.305039	0.021009	0.310137	U_F	0	0	2764	96	1	1	1	0	2	2	1	1	3	Ots_113242216,Ots_129458451,Ots_TGFB
Positive_control	OtsBonn15-080515-1.08	OtsPBT12-PRH-1702	OtsPBT12-PRH-3359	OtsPRH12	-1	0.001558	0.030000	14.276376	0.532401	0.532401	C_Se_Se	0	0	11705	8964	28	28	28	0	0	1	0	0	1	Ots_124774477
Positive_control	OtsBonn15-082615-1.04	---	---	---	---	---	---	---	---	---	---	0	0	14528	623	0	0	0	0	---	---	---	---	---	---
Positive_control	OtsBonn15-082615-2.05	OtsPBT12-NPTH-2065	OtsPBT12-NPTH-2363	OtsNPFH12S_1	-1	0.000000	0.000000	20.484997	0.998236	0.998236	C_Se_Se	0	0	8037	337	5	5	5	0	0	0	0	0	0	---
Positive_control	OtsBonn15-090115-1.01	OtsPBT17-LWSFa-0866	OtsPBT17-LWSFa-6257	OtsLWS17S_fa	-1	0.003264	0.028000	14.248770	0.525523	0.525523	C_Se_Se	0	0	8786	3054	11	11	11	0	2	2	0	0	1	Ots_HMGB173
Positive_control	OtsBonn15-091115-4.08	OtsPBT17-SpCrTule-1759	OtsPBT17-SpCrTule-2647	OtsSpCrTule17S	-1	0.004000	0.004000	15.559713	0.804258	0.804258	C_Se_Se	0	0	33691	16505	33	33	33	1	3	2	0	0	1	Ots_12875761R
Positive_control	OtsBonn15-091715-2.09	---	---	---	---	---	---	---	---	---	---	0	0	547	33	0	0	0	2	---	---	---	---	---	---
Positive_control	OtsBonn15-091715-3.02	OtsPBT16-SpCrTule-3279	OtsPBT16-SpCrTule-4942	OtsSPCR_Tule16	-1	0.067000	0.067000	11.616737	0.073792	0.583691	C_U_U	0	0	3858	5116	19	19	19	0	8	1	0	0	1	Ots_SWS1op182
Positive_control	OtsBonn15-092415-2.07	OtsPBT12-PRH-0613	OtsPBT12-PRH-0991	OtsPRH12	-1	0.000000	0.000000	19.004950	0.992297	0.992297	C_Se_Se	0	0	14879	69534	68	68	68	0	0	0	0	0	0	---
Positive_control	OtsBonn15-100915-2.10	OtsPBT12-LF-1546	OtsPBT12-LF-1650	OtsLYON12S_1	-1	0.000000	0.000000	20.393297	0.998067	0.998067	C_Se_Se	0	0	9373	534	7	7	7	0	0	2	0	0	0	---
